Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO,hour,day,day_of_week,month,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,KHBR01_K_LN01_Q0_Y_PH_I_lag_1,KHBR01_K_LN01_Q0_Y_PH_I_lag_2,KHBR01_K_LN01_Q0_Y_PH_I_lag_3,KHBR01_K_LN01_Q0_Y_PH_I_lag_6,KHBR01_K_LN01_Q0_Y_PH_I_lag_12,KHBR01_K_LN01_Q0_Y_PH_I_lag_24,KHBR01_K_LN01_Q0_Y_PH_I_lag_48,KHBR01_K_LN01_Q0_Y_PH_I_lag_168,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_6,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_6,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_12,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_12,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_24,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_24,KHBR01_K_LN01_Q0_Y_PH_I_rolling_mean_48,KHBR01_K_LN01_Q0_Y_PH_I_rolling_std_48
2025-03-08 11:00:00,71.02,124.862,48.28,3.69,33.75,49.28,29.99,108.581,2025-03-08 11:00:00,11,8,5,3,10,1,0.259,-0.966,-0.975,-0.223,69.07,60.44,53.98,52.15,61.99,69.98,51.32,142.781,74.348,34.592,74.059,32.794,76.762,30.782,77.299,32.408
2025-03-08 12:00:00,70.42,60.79,53.35,24.106,53.114,52.87,36.24,55.96,2025-03-08 12:00:00,12,8,5,3,10,1,0.0,-1.0,-0.975,-0.223,71.02,69.07,60.44,142.781,142.781,66.15,55.96,63.12,62.288,9.41,68.029,24.65,76.94,30.731,77.6,32.272
2025-03-08 13:00:00,68.02,57.13,52.49,3.0,36.24,47.32,31.54,54.42,2025-03-08 13:00:00,13,8,5,3,10,1,-0.259,-0.966,-0.975,-0.223,70.42,71.02,69.07,48.8,67.31,64.09,63.49,57.98,65.492,6.813,68.088,24.649,77.104,30.67,77.694,32.236
2025-03-08 14:00:00,63.84,124.862,79.201,2.75,39.11,46.44,62.711,108.581,2025-03-08 14:00:00,14,8,5,3,10,1,-0.5,-0.866,-0.975,-0.223,68.02,70.42,71.02,53.98,63.03,142.781,142.781,54.61,67.135,4.15,68.156,24.635,73.815,27.376,76.05,30.828
2025-03-08 15:00:00,142.781,60.37,52.69,24.106,40.52,107.206,35.7,58.14,2025-03-08 15:00:00,15,8,5,3,10,1,-0.707,-0.707,-0.975,-0.223,63.84,68.02,70.42,60.44,59.87,62.77,58.01,142.781,80.858,30.442,75.065,32.478,77.148,30.649,77.816,32.172
2025-03-08 16:00:00,74.71,59.62,79.201,3.02,40.69,49.24,34.35,108.581,2025-03-08 16:00:00,16,8,5,3,10,1,-0.866,-0.5,-0.975,-0.223,142.781,63.84,68.02,69.07,57.48,69.39,67.37,63.68,81.798,30.09,76.501,32.007,77.37,30.609,77.969,32.138
2025-03-08 17:00:00,142.781,124.862,52.47,3.27,40.99,107.206,32.65,58.71,2025-03-08 17:00:00,17,8,5,3,10,1,-0.966,-0.259,-0.975,-0.223,74.71,142.781,63.84,71.02,52.15,74.84,142.781,142.781,93.759,38.135,84.054,36.162,80.201,33.381,77.969,32.138
2025-03-08 18:00:00,72.28,60.52,79.201,3.11,41.69,49.47,62.711,60.25,2025-03-08 18:00:00,18,8,5,3,10,1,-1.0,-0.0,-0.975,-0.223,142.781,74.71,142.781,70.42,142.781,142.781,65.64,65.77,94.069,37.915,78.178,31.131,77.264,30.623,78.107,32.098
2025-03-08 19:00:00,76.7,124.862,60.5,24.106,41.06,64.56,33.47,108.581,2025-03-08 19:00:00,19,8,5,3,10,1,-0.966,0.259,-0.975,-0.223,72.28,142.781,74.71,68.02,48.8,72.04,71.03,71.79,95.515,36.873,80.503,29.748,77.458,30.603,78.225,32.082
2025-03-08 20:00:00,76.25,60.37,61.06,2.99,43.7,64.43,36.48,56.9,2025-03-08 20:00:00,20,8,5,3,10,1,-0.866,0.5,-0.975,-0.223,76.7,72.28,142.781,63.84,53.98,68.91,69.85,68.89,97.584,35.044,82.359,28.616,77.764,30.551,78.359,32.06
2025-03-08 21:00:00,73.85,124.862,58.24,24.106,43.19,62.51,35.07,50.3,2025-03-08 21:00:00,21,8,5,3,10,1,-0.707,0.707,-0.975,-0.223,76.25,76.7,72.28,142.781,60.44,63.5,142.781,64.43,86.095,27.817,83.477,27.936,78.195,30.413,76.922,30.625
2025-03-08 22:00:00,142.781,58.43,54.7,3.08,41.75,62.27,62.711,108.581,2025-03-08 22:00:00,22,8,5,3,10,1,-0.5,0.866,-0.975,-0.223,73.85,76.25,76.7,74.71,69.07,64.34,66.64,142.781,97.44,35.158,89.619,32.251,81.463,32.967,78.509,32.021
2025-03-08 23:00:00,73.3,61.36,55.05,3.33,37.62,107.206,35.35,51.64,2025-03-08 23:00:00,23,8,5,3,10,1,-0.259,0.966,-0.975,-0.223,142.781,73.85,76.25,142.781,71.02,61.99,142.781,63.88,85.86,27.938,89.809,32.138,81.934,32.757,77.061,30.592
2025-03-09 00:00:00,76.45,61.22,46.76,24.106,35.27,59.55,36.64,57.95,2025-03-09 00:00:00,0,9,6,3,10,1,0.0,1.0,-0.782,0.623,73.3,142.781,73.85,72.28,70.42,142.781,61.38,142.781,86.555,27.582,90.312,31.853,79.171,30.09,77.375,30.505
2025-03-09 01:00:00,70.89,59.71,41.75,3.43,53.114,107.206,33.74,56.69,2025-03-09 01:00:00,1,9,6,3,10,1,0.259,0.966,-0.782,0.623,76.45,73.3,142.781,76.7,68.02,67.31,60.85,64.85,85.587,28.095,90.551,31.681,79.32,30.037,77.584,30.424
2025-03-09 02:00:00,64.43,57.57,38.28,4.0,31.83,49.18,29.49,51.46,2025-03-09 02:00:00,2,9,6,3,10,1,0.5,0.866,-0.782,0.623,70.89,76.45,73.3,76.25,63.84,63.03,57.29,56.88,83.617,29.27,90.6,31.636,79.378,30.005,77.733,30.34
2025-03-09 03:00:00,62.27,55.11,36.65,4.28,28.43,49.19,24.41,49.03,2025-03-09 03:00:00,3,9,6,3,10,1,0.707,0.707,-0.782,0.623,64.43,70.89,76.45,73.85,142.781,59.87,55.78,54.35,81.687,30.403,83.891,27.878,79.478,29.941,77.868,30.254
2025-03-09 04:00:00,60.49,50.89,30.97,4.35,28.87,42.07,22.02,108.581,2025-03-09 04:00:00,4,9,6,3,10,1,0.866,0.5,-0.782,0.623,62.27,64.43,70.89,142.781,74.71,57.48,52.94,51.95,67.972,6.478,82.706,28.596,79.604,29.851,78.026,30.141
2025-03-09 05:00:00,55.74,51.56,31.54,3.79,27.51,39.9,62.711,47.87,2025-03-09 05:00:00,5,9,6,3,10,1,0.966,0.259,-0.782,0.623,60.49,62.27,64.43,73.3,142.781,52.15,51.78,52.08,65.045,7.479,75.453,22.324,79.753,29.717,78.108,30.073
2025-03-09 06:00:00,48.37,48.52,79.201,3.69,26.22,107.206,33.71,108.581,2025-03-09 06:00:00,6,9,6,3,10,1,1.0,0.0,-0.782,0.623,55.74,60.49,62.27,76.45,72.28,142.781,142.781,43.19,60.365,7.697,73.46,23.66,75.819,27.148,76.141,28.814
2025-03-09 07:00:00,142.781,124.862,27.57,24.106,53.114,34.51,62.711,41.35,2025-03-09 07:00:00,7,9,6,3,10,1,0.966,-0.259,-0.782,0.623,48.37,55.74,60.49,70.89,76.7,48.8,47.37,142.781,72.347,34.976,78.967,31.026,79.735,29.736,78.129,30.052
2025-03-09 08:00:00,54.9,52.97,32.13,3.09,26.63,36.46,33.17,43.61,2025-03-09 08:00:00,8,9,6,3,10,1,0.866,-0.5,-0.782,0.623,142.781,48.37,55.74,64.43,76.25,53.98,52.62,42.57,70.758,35.617,77.188,31.799,79.774,29.702,78.176,30.012
2025-03-09 09:00:00,142.781,56.21,44.72,24.106,32.97,41.57,34.85,108.581,2025-03-09 09:00:00,9,9,6,3,10,1,0.707,-0.707,-0.782,0.623,54.9,142.781,48.37,62.27,73.85,60.44,57.32,44.17,84.177,45.558,82.932,36.95,83.204,32.036,79.957,31.258
2025-03-09 10:00:00,58.57,61.2,48.72,3.25,33.14,46.12,42.69,46.91,2025-03-09 10:00:00,10,9,6,3,10,1,0.5,-0.866,-0.782,0.623,142.781,54.9,142.781,60.49,142.781,69.07,68.84,50.54,83.857,45.764,75.914,32.247,82.767,32.308,79.743,31.37
2025-03-09 11:00:00,60.05,60.0,49.54,3.9,40.31,50.19,42.44,47.32,2025-03-09 11:00:00,11,9,6,3,10,1,0.259,-0.966,-0.782,0.623,58.57,142.781,54.9,55.74,73.3,71.02,69.98,56.15,84.575,45.266,74.81,32.57,82.31,32.558,79.536,31.469
2025-03-09 12:00:00,61.99,64.27,52.11,3.12,39.38,50.47,37.77,46.26,2025-03-09 12:00:00,12,9,6,3,10,1,0.0,-1.0,-0.782,0.623,60.05,58.57,142.781,48.37,76.45,70.42,66.15,66.15,86.845,43.39,73.605,32.771,81.959,32.737,79.449,31.512
2025-03-09 13:00:00,72.94,62.2,52.74,24.106,37.69,52.47,62.711,56.21,2025-03-09 13:00:00,13,9,6,3,10,1,-0.259,-0.966,-0.782,0.623,61.99,60.05,58.57,142.781,70.89,68.02,64.09,62.04,75.205,33.66,73.776,32.761,82.164,32.661,79.634,31.446
2025-03-09 14:00:00,73.41,65.28,49.98,2.9,53.114,47.05,39.48,108.581,2025-03-09 14:00:00,14,9,6,3,10,1,-0.5,-0.866,-0.782,0.623,72.94,61.99,60.05,54.9,64.43,63.84,142.781,142.781,78.29,32.245,74.524,32.63,82.562,32.485,78.188,30.045
2025-03-09 15:00:00,72.38,124.862,49.91,24.106,37.43,107.206,37.28,60.34,2025-03-09 15:00:00,15,9,6,3,10,1,-0.707,-0.707,-0.782,0.623,73.41,72.94,61.99,142.781,62.27,142.781,62.77,58.82,66.557,7.051,75.367,32.415,79.629,29.886,78.389,29.972
2025-03-09 16:00:00,142.781,66.15,50.77,3.16,39.04,51.62,33.68,57.48,2025-03-09 16:00:00,16,9,6,3,10,1,-0.866,-0.5,-0.782,0.623,72.38,73.41,72.94,58.57,60.49,74.71,69.39,64.56,80.592,31.026,82.224,37.316,82.465,32.513,79.918,31.344
2025-03-09 17:00:00,71.81,66.87,48.08,24.106,39.23,107.206,31.6,108.581,2025-03-09 17:00:00,17,9,6,3,10,1,-0.966,-0.259,-0.782,0.623,142.781,72.38,73.41,60.05,55.74,142.781,74.84,66.62,82.552,29.817,83.564,36.559,79.508,29.912,79.855,31.357
2025-03-09 18:00:00,142.781,58.02,79.201,3.71,41.44,46.33,62.711,55.74,2025-03-09 18:00:00,18,9,6,3,10,1,-1.0,-0.0,-0.782,0.623,71.81,142.781,72.38,61.99,48.37,72.28,142.781,142.781,96.017,36.227,91.431,38.409,82.446,32.52,79.855,31.357
2025-03-09 19:00:00,80.44,124.862,57.72,2.78,46.26,62.7,32.04,108.581,2025-03-09 19:00:00,19,9,6,3,10,1,-0.966,0.259,-0.782,0.623,142.781,71.81,142.781,72.94,142.781,76.7,72.04,71.91,97.267,35.391,86.236,34.887,82.601,32.5,80.03,31.336
2025-03-09 20:00:00,76.32,60.97,60.38,24.106,44.18,107.206,36.77,53.16,2025-03-09 20:00:00,20,9,6,3,10,1,-0.866,0.5,-0.782,0.623,80.44,142.781,71.81,73.41,54.9,76.25,68.91,67.19,97.752,35.017,88.021,33.664,82.604,32.499,80.184,31.298
2025-03-09 21:00:00,73.86,124.862,79.201,2.96,40.45,65.5,62.711,108.581,2025-03-09 21:00:00,21,9,6,3,10,1,-0.707,0.707,-0.782,0.623,76.32,80.44,142.781,72.38,142.781,73.85,63.5,142.781,97.999,34.807,82.278,29.033,82.605,32.499,80.4,31.217
2025-03-09 22:00:00,72.57,56.25,57.42,3.18,53.114,61.88,36.55,49.38,2025-03-09 22:00:00,22,9,6,3,10,1,-0.5,0.866,-0.782,0.623,73.86,76.32,80.44,142.781,58.57,142.781,64.34,67.33,86.297,27.847,83.444,28.265,79.679,29.903,80.571,31.149
2025-03-09 23:00:00,142.781,59.33,54.38,3.52,38.03,59.65,35.44,49.41,2025-03-09 23:00:00,23,9,6,3,10,1,-0.259,0.966,-0.782,0.623,72.57,73.86,76.32,71.81,60.05,73.3,61.99,68.0,98.125,34.694,90.339,31.896,82.574,32.509,82.254,32.286
2025-03-10 00:00:00,74.14,64.79,49.72,24.106,35.8,53.78,34.5,55.4,2025-03-10 00:00:00,0,10,0,3,11,0,0.0,1.0,0.0,1.0,142.781,72.57,73.86,142.781,61.99,76.45,142.781,68.35,86.685,27.62,91.351,31.097,82.478,32.531,80.824,31.044
2025-03-10 01:00:00,76.06,58.79,38.85,3.94,53.114,50.01,31.88,57.66,2025-03-10 01:00:00,1,10,0,3,11,0,0.259,0.966,0.0,1.0,74.14,142.781,72.57,80.44,72.94,70.89,67.31,62.81,85.955,27.875,91.611,30.942,82.694,32.468,81.007,30.989
2025-03-10 02:00:00,66.17,124.862,79.201,4.38,23.51,49.22,28.39,51.13,2025-03-10 02:00:00,2,10,0,3,11,0,0.5,0.866,0.0,1.0,76.06,74.14,142.781,76.32,73.41,64.43,63.03,142.781,84.264,28.867,91.008,31.397,82.766,32.427,81.072,30.953
2025-03-10 03:00:00,62.42,56.87,37.56,4.15,24.71,46.8,25.5,48.74,2025-03-10 03:00:00,3,10,0,3,11,0,0.707,0.707,0.0,1.0,66.17,76.06,74.14,73.86,72.38,62.27,59.87,57.28,82.357,30.045,90.178,32.059,82.772,32.423,81.125,30.918
2025-03-10 04:00:00,58.08,55.07,34.81,24.106,26.38,43.9,23.47,108.581,2025-03-10 04:00:00,4,10,0,3,11,0,0.866,0.5,0.0,1.0,62.42,66.17,76.06,72.57,142.781,60.49,57.48,142.781,79.942,31.534,83.119,28.557,82.672,32.499,81.138,30.909
2025-03-10 05:00:00,58.35,56.87,79.201,3.63,24.26,43.36,62.711,51.13,2025-03-10 05:00:00,5,10,0,3,11,0,0.966,0.259,0.0,1.0,58.08,62.42,66.17,142.781,71.81,55.74,52.15,53.13,65.87,7.765,81.998,29.296,82.781,32.409,81.267,30.798
2025-03-10 06:00:00,49.48,124.862,31.66,3.69,53.114,34.15,32.54,42.94,2025-03-10 06:00:00,6,10,0,3,11,0,1.0,0.0,0.0,1.0,58.35,58.08,62.42,74.14,142.781,48.37,142.781,44.5,61.76,8.948,74.223,23.507,82.827,32.359,79.323,29.759
2025-03-10 07:00:00,142.781,53.12,79.201,2.89,24.57,107.206,62.711,108.581,2025-03-10 07:00:00,7,10,0,3,11,0,0.966,-0.259,0.0,1.0,49.48,58.35,58.08,76.06,80.44,142.781,48.8,42.34,72.88,34.694,79.418,30.772,82.827,32.359,81.281,30.782
2025-03-10 08:00:00,49.97,55.58,32.33,3.24,23.06,36.8,33.02,41.72,2025-03-10 08:00:00,8,10,0,3,11,0,0.866,-0.5,0.0,1.0,142.781,49.48,58.35,66.17,76.32,54.9,53.98,142.781,70.18,35.929,77.222,31.932,82.621,32.559,81.197,30.863
2025-03-10 09:00:00,53.44,59.39,43.62,3.27,32.76,44.71,40.3,44.05,2025-03-10 09:00:00,9,10,0,3,11,0,0.707,-0.707,0.0,1.0,49.97,142.781,49.48,62.42,73.86,142.781,60.44,46.0,68.684,36.499,75.52,32.663,78.899,30.418,81.052,30.98
2025-03-10 10:00:00,61.64,62.64,50.5,24.106,32.76,47.81,45.12,108.581,2025-03-10 10:00:00,10,10,0,3,11,0,0.5,-0.866,0.0,1.0,53.44,49.97,142.781,58.08,72.57,58.57,69.07,46.03,69.277,36.321,74.609,32.904,79.027,30.336,80.897,31.06
2025-03-10 11:00:00,61.34,62.3,52.22,3.52,36.86,51.33,62.711,45.1,2025-03-10 11:00:00,11,10,0,3,11,0,0.259,-0.966,0.0,1.0,61.64,53.44,49.97,58.35,142.781,60.05,71.02,51.97,69.775,36.161,67.823,25.019,79.081,30.302,80.695,31.156
2025-03-10 12:00:00,72.48,66.93,54.52,3.55,53.114,54.14,43.11,48.28,2025-03-10 12:00:00,12,10,0,3,11,0,0.0,-1.0,0.0,1.0,61.34,61.64,53.44,49.48,74.14,61.99,70.42,142.781,73.608,34.772,67.684,24.985,79.518,30.119,80.738,31.143
2025-03-10 13:00:00,80.82,69.92,58.98,3.15,40.77,56.82,62.711,58.64,2025-03-10 13:00:00,13,10,0,3,11,0,-0.259,-0.966,0.0,1.0,72.48,61.34,61.64,142.781,76.06,72.94,68.02,58.95,63.282,11.599,68.081,25.167,79.846,30.088,81.005,31.087
2025-03-10 14:00:00,78.52,124.862,57.23,24.106,53.114,49.67,45.43,60.54,2025-03-10 14:00:00,14,10,0,3,11,0,-0.5,-0.866,0.0,1.0,80.82,72.48,61.34,49.97,66.17,73.41,63.84,58.63,68.04,10.88,69.11,25.334,80.059,30.058,81.311,30.986
2025-03-10 15:00:00,79.79,67.78,55.81,3.13,44.62,107.206,40.18,65.1,2025-03-10 15:00:00,15,10,0,3,11,0,-0.707,-0.707,0.0,1.0,78.52,80.82,72.48,53.44,62.42,72.38,142.781,142.781,72.432,8.956,70.558,25.413,80.368,30.014,79.998,29.632
2025-03-10 16:00:00,78.08,70.77,55.97,3.28,53.114,51.3,33.4,60.76,2025-03-10 16:00:00,16,10,0,3,11,0,-0.866,-0.5,0.0,1.0,79.79,78.52,80.82,61.64,58.08,142.781,74.71,66.13,75.172,7.368,72.224,25.175,77.672,26.909,80.068,29.623
2025-03-10 17:00:00,71.37,68.86,52.9,24.106,43.21,54.26,30.05,108.581,2025-03-10 17:00:00,17,10,0,3,11,0,-0.966,-0.259,0.0,1.0,78.08,79.79,78.52,61.34,58.35,71.81,142.781,66.26,76.843,3.945,73.309,24.801,77.653,26.914,78.581,28.164
2025-03-10 18:00:00,142.781,124.862,79.201,3.78,53.114,107.206,62.711,58.22,2025-03-10 18:00:00,18,10,0,3,11,0,-1.0,-0.0,0.0,1.0,71.37,78.08,79.79,72.48,49.48,142.781,72.28,142.781,88.56,26.769,81.084,30.598,77.653,26.914,80.05,29.629
2025-03-10 19:00:00,77.21,58.51,59.06,3.19,42.32,61.45,29.61,108.581,2025-03-10 19:00:00,19,10,0,3,11,0,-0.966,0.259,0.0,1.0,142.781,71.37,78.08,80.82,142.781,80.44,76.7,68.53,87.958,27.017,75.62,23.644,77.519,26.907,80.06,29.627
2025-03-10 20:00:00,79.81,63.46,63.02,3.08,46.85,66.61,37.28,57.97,2025-03-10 20:00:00,20,10,0,3,11,0,-0.866,0.5,0.0,1.0,77.21,142.781,71.37,78.52,49.97,76.32,76.25,66.13,88.174,26.932,78.107,22.227,77.664,26.91,80.134,29.622
2025-03-10 21:00:00,76.88,124.862,58.39,24.106,43.68,69.14,36.18,108.581,2025-03-10 21:00:00,21,10,0,3,11,0,-0.707,0.707,0.0,1.0,79.81,77.21,142.781,79.79,53.44,73.86,73.85,62.76,87.688,27.139,80.06,20.85,77.79,26.898,80.197,29.612
2025-03-10 22:00:00,142.781,60.24,58.0,3.49,42.63,67.28,62.711,51.86,2025-03-10 22:00:00,22,10,0,3,11,0,-0.5,0.866,0.0,1.0,76.88,79.81,77.21,78.08,61.64,72.57,142.781,142.781,98.472,34.432,86.822,26.676,80.716,29.951,80.197,29.612
2025-03-10 23:00:00,79.18,65.11,57.7,3.93,39.51,65.33,37.08,58.85,2025-03-10 23:00:00,23,10,0,3,11,0,-0.259,0.966,0.0,1.0,142.781,76.88,79.81,71.37,61.34,142.781,73.3,61.19,99.774,33.332,88.308,25.603,78.066,26.876,80.32,29.595
2025-03-11 00:00:00,82.37,62.52,51.49,3.69,38.2,55.29,36.15,63.11,2025-03-11 00:00:00,0,11,1,3,11,0,0.0,1.0,0.782,0.623,79.18,142.781,76.88,142.781,72.48,74.14,76.45,54.6,89.705,26.077,89.133,25.203,78.408,26.877,80.443,29.591
2025-03-11 01:00:00,75.24,63.72,42.86,5.11,53.114,52.68,32.59,62.98,2025-03-11 01:00:00,1,11,1,3,11,0,0.259,0.966,0.782,0.623,82.37,79.18,142.781,77.21,80.82,76.06,70.89,49.62,89.377,26.278,88.668,25.421,78.374,26.88,80.534,29.567
2025-03-11 02:00:00,71.43,124.862,39.33,4.63,27.45,52.15,30.79,56.13,2025-03-11 02:00:00,2,11,1,3,11,0,0.5,0.866,0.782,0.623,75.24,82.37,79.18,79.81,78.52,66.17,64.43,45.09,87.98,27.098,88.077,25.758,78.593,26.798,80.68,29.503
2025-03-11 03:00:00,66.7,61.63,79.201,4.47,28.83,49.34,27.72,55.01,2025-03-11 03:00:00,3,11,1,3,11,0,0.707,0.707,0.782,0.623,71.43,75.24,82.37,76.88,79.79,62.42,62.27,142.781,86.284,28.227,86.986,26.41,78.772,26.699,80.772,29.451
2025-03-11 04:00:00,142.781,124.862,37.35,4.23,29.03,47.21,25.93,108.581,2025-03-11 04:00:00,4,11,1,3,11,0,0.866,0.5,0.782,0.623,66.7,71.43,75.24,142.781,78.08,58.08,60.49,42.69,86.284,28.227,92.378,30.685,82.301,29.315,82.486,30.618
2025-03-11 05:00:00,64.25,60.09,34.75,24.106,28.52,46.39,62.711,53.84,2025-03-11 05:00:00,5,11,1,3,11,0,0.966,0.259,0.782,0.623,142.781,66.7,71.43,79.18,71.37,58.35,55.74,43.54,83.795,29.603,91.784,31.193,82.547,29.13,82.664,30.484
2025-03-11 06:00:00,51.95,124.862,33.53,4.34,24.89,39.3,36.55,47.99,2025-03-11 06:00:00,6,11,1,3,11,0,1.0,0.0,0.782,0.623,64.25,142.781,66.7,82.37,142.781,49.48,48.37,39.49,78.725,32.371,84.215,28.606,82.65,29.012,82.738,30.402
2025-03-11 07:00:00,142.781,54.35,79.201,24.106,53.114,107.206,62.711,108.581,2025-03-11 07:00:00,7,11,1,3,11,0,0.966,-0.259,0.782,0.623,51.95,64.25,142.781,75.24,77.21,142.781,142.781,142.781,89.982,41.401,89.679,33.062,82.65,29.012,82.738,30.402
2025-03-11 08:00:00,56.63,62.27,34.03,3.93,27.25,40.84,43.13,46.95,2025-03-11 08:00:00,8,11,1,3,11,0,0.866,-0.5,0.782,0.623,142.781,51.95,64.25,71.43,79.81,49.97,54.9,36.43,87.515,43.132,87.748,34.343,82.927,28.716,82.774,30.37
2025-03-11 09:00:00,60.24,65.55,48.56,3.81,30.62,44.03,62.711,53.09,2025-03-11 09:00:00,9,11,1,3,11,0,0.707,-0.707,0.782,0.623,56.63,142.781,51.95,66.7,76.88,53.44,142.781,39.83,86.439,43.831,86.361,35.148,83.211,28.445,81.055,29.215
2025-03-11 10:00:00,65.1,65.74,55.02,3.27,32.49,52.21,47.73,47.32,2025-03-11 10:00:00,10,11,1,3,11,0,0.5,-0.866,0.782,0.623,60.24,56.63,142.781,142.781,142.781,61.64,58.57,44.84,73.492,34.295,79.888,30.682,83.355,28.339,81.191,29.123
2025-03-11 11:00:00,142.781,67.18,56.53,3.13,33.68,55.83,43.74,108.581,2025-03-11 11:00:00,11,11,1,3,11,0,0.259,-0.966,0.782,0.623,65.1,60.24,56.63,64.25,79.18,61.34,60.05,46.5,86.58,43.746,85.188,35.642,86.748,30.39,82.914,30.27
2025-03-11 12:00:00,71.81,72.06,79.201,3.43,39.85,60.25,45.73,53.91,2025-03-11 12:00:00,12,11,1,3,11,0,0.0,-1.0,0.782,0.623,142.781,65.1,60.24,51.95,82.37,72.48,61.99,52.56,89.89,41.284,84.308,35.847,86.72,30.404,83.119,30.159
2025-03-11 13:00:00,81.8,79.53,57.83,3.21,53.114,58.73,62.711,65.11,2025-03-11 13:00:00,13,11,1,3,11,0,-0.259,-0.966,0.782,0.623,71.81,142.781,65.1,142.781,75.24,80.82,72.94,58.24,79.727,32.156,84.854,35.746,86.761,30.397,83.304,30.122
2025-03-11 14:00:00,142.781,75.97,58.99,3.56,34.59,58.9,42.47,66.32,2025-03-11 14:00:00,14,11,1,3,11,0,-0.5,-0.866,0.782,0.623,81.8,71.81,142.781,56.63,71.43,78.52,73.41,142.781,94.085,38.407,90.8,39.088,89.439,32.403,84.749,31.28
2025-03-11 15:00:00,83.21,79.3,54.07,2.96,36.39,57.7,43.68,71.71,2025-03-11 15:00:00,15,11,1,3,11,0,-0.707,-0.707,0.782,0.623,142.781,81.8,71.81,60.24,66.7,79.79,72.38,52.49,97.914,35.384,92.176,38.448,89.581,32.367,84.974,31.228
2025-03-11 16:00:00,79.76,75.94,79.201,24.106,47.02,55.75,35.41,63.39,2025-03-11 16:00:00,16,11,1,3,11,0,-0.866,-0.5,0.782,0.623,83.21,142.781,81.8,65.1,142.781,78.08,142.781,58.83,100.357,33.097,86.924,35.062,89.651,32.342,83.661,30.048
2025-03-11 17:00:00,76.2,67.58,53.76,3.74,53.114,52.56,32.81,108.581,2025-03-11 17:00:00,17,11,1,3,11,0,-0.966,-0.259,0.782,0.623,79.76,83.21,142.781,142.781,64.25,71.37,71.81,63.24,89.26,26.541,87.92,34.526,89.852,32.239,83.753,30.018
2025-03-11 18:00:00,142.781,65.76,79.201,24.106,46.36,107.206,62.711,60.94,2025-03-11 18:00:00,18,11,1,3,11,0,-1.0,-0.0,0.782,0.623,76.2,79.76,83.21,71.81,51.95,142.781,142.781,64.82,101.089,32.381,95.49,35.854,89.852,32.239,83.753,30.018
2025-03-11 19:00:00,75.28,66.95,59.21,3.57,42.22,60.81,32.55,108.581,2025-03-11 19:00:00,19,11,1,3,11,0,-0.966,0.259,0.782,0.623,142.781,76.2,79.76,81.8,142.781,77.21,80.44,67.78,100.002,33.255,89.864,32.936,89.772,32.274,83.645,30.039
2025-03-11 20:00:00,82.94,68.72,64.31,3.22,44.17,66.99,38.75,60.1,2025-03-11 20:00:00,20,11,1,3,11,0,-0.866,0.5,0.782,0.623,75.28,142.781,76.2,142.781,56.63,79.81,76.32,65.82,90.029,26.053,92.057,31.361,89.902,32.238,83.783,30.02
2025-03-11 21:00:00,142.781,67.59,61.58,24.106,53.114,69.03,40.8,108.581,2025-03-11 21:00:00,21,11,1,3,11,0,-0.707,0.707,0.782,0.623,82.94,75.28,142.781,83.21,60.24,76.88,73.86,60.59,99.957,33.283,98.935,32.768,92.648,33.847,85.219,31.162
2025-03-11 22:00:00,80.75,124.862,79.201,3.44,43.93,66.98,62.711,53.73,2025-03-11 22:00:00,22,11,1,3,11,0,-0.5,0.866,0.782,0.623,142.781,82.94,75.28,79.76,65.1,142.781,72.57,142.781,100.122,33.165,100.24,31.589,90.064,32.18,85.39,31.113
2025-03-11 23:00:00,82.03,65.83,63.37,3.37,42.25,65.35,41.53,58.43,2025-03-11 23:00:00,23,11,1,3,11,0,-0.259,0.966,0.782,0.623,80.75,142.781,82.94,76.2,142.781,79.18,142.781,61.25,101.094,32.4,95.177,28.906,90.182,32.143,84.124,29.943
2025-03-12 00:00:00,85.62,71.0,53.19,24.106,39.13,62.14,62.711,62.86,2025-03-12 00:00:00,0,12,2,3,11,0,0.0,1.0,0.975,-0.223,82.03,80.75,142.781,142.781,71.81,82.37,74.14,58.27,91.567,25.322,96.328,28.156,90.318,32.116,84.363,29.907
2025-03-12 01:00:00,85.95,124.862,43.55,5.16,53.114,58.68,39.79,66.48,2025-03-12 01:00:00,1,12,2,3,11,0,0.259,0.966,0.975,-0.223,85.62,82.03,80.75,75.28,81.8,75.24,76.06,54.26,93.345,24.303,96.674,27.986,90.764,31.971,84.569,29.883
