Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I,Time_ISO
2025-03-12 09:00:00,61.28,67.41,45.05,3.79,38.56,47.98,42.23,46.98,2025-03-12 09:00:00
2025-03-12 10:00:00,66.37,65.26,53.03,,41.0,53.73,47.83,47.59,2025-03-12 10:00:00
2025-03-12 11:00:00,68.95,69.01,56.75,3.25,39.39,57.29,49.73,45.68,2025-03-12 11:00:00
2025-03-12 12:00:00,73.46,78.78,58.02,,,57.8,46.86,50.8,2025-03-12 12:00:00
2025-03-12 13:00:00,86.87,75.09,58.86,3.02,44.93,59.67,,67.19,2025-03-12 13:00:00
2025-03-12 14:00:00,83.5,,,3.81,48.61,54.98,48.21,70.92,2025-03-12 14:00:00
2025-03-12 15:00:00,82.8,74.96,56.12,3.21,42.0,,44.4,69.91,2025-03-12 15:00:00
2025-03-12 16:00:00,78.61,72.94,54.55,2.97,40.18,56.81,,63.84,2025-03-12 16:00:00
2025-03-12 17:00:00,,67.12,50.88,,,51.77,37.75,60.18,2025-03-12 17:00:00
2025-03-12 18:00:00,77.13,63.75,,3.31,39.35,,,60.4,2025-03-12 18:00:00
2025-03-12 19:00:00,76.41,65.6,56.0,3.15,44.18,62.11,33.47,,2025-03-12 19:00:00
2025-03-12 20:00:00,86.85,64.22,61.75,3.22,45.13,68.69,40.48,60.06,2025-03-12 20:00:00
2025-03-12 21:00:00,84.69,,58.08,3.33,,68.75,40.81,,2025-03-12 21:00:00
2025-03-12 22:00:00,83.59,63.08,,3.69,48.39,67.61,,53.47,2025-03-12 22:00:00
2025-03-12 23:00:00,,67.03,60.24,,43.83,68.5,40.61,62.26,2025-03-12 23:00:00
2025-03-13 00:00:00,85.01,71.96,56.65,3.71,41.43,64.24,,69.49,2025-03-13 00:00:00
2025-03-13 01:00:00,89.45,75.35,47.84,5.05,,63.46,40.42,72.44,2025-03-13 01:00:00
2025-03-13 02:00:00,88.85,70.64,43.7,4.97,25.33,,34.62,66.83,2025-03-13 02:00:00
2025-03-13 03:00:00,78.49,70.67,40.74,,28.62,63.91,32.62,62.58,2025-03-13 03:00:00
2025-03-13 04:00:00,72.83,,37.74,4.64,28.4,55.92,,60.19,2025-03-13 04:00:00
2025-03-13 05:00:00,68.41,68.24,35.26,,,52.14,30.25,60.52,2025-03-13 05:00:00
2025-03-13 06:00:00,59.72,,33.87,4.26,26.98,46.16,40.42,50.44,2025-03-13 06:00:00
2025-03-13 07:00:00,,64.02,,,26.91,,,,2025-03-13 07:00:00
2025-03-13 08:00:00,64.68,67.58,38.38,4.35,26.94,48.2,45.02,56.78,2025-03-13 08:00:00
2025-03-13 09:00:00,66.52,73.14,50.16,3.34,33.12,51.14,46.86,55.07,2025-03-13 09:00:00
2025-03-13 10:00:00,76.0,72.91,55.62,3.66,36.43,57.07,54.14,,2025-03-13 10:00:00
2025-03-13 11:00:00,,,55.99,,39.79,58.2,52.72,57.13,2025-03-13 11:00:00
2025-03-13 12:00:00,82.72,73.58,60.38,3.78,,62.04,48.63,59.42,2025-03-13 12:00:00
2025-03-13 13:00:00,94.63,84.35,,3.82,39.04,60.68,47.17,78.11,2025-03-13 13:00:00
2025-03-13 14:00:00,90.52,78.56,64.92,,42.29,59.26,46.58,72.97,2025-03-13 14:00:00
2025-03-13 15:00:00,88.51,79.75,63.42,3.85,42.6,,45.59,,2025-03-13 15:00:00
2025-03-13 16:00:00,87.34,74.53,58.82,2.77,42.69,58.67,,74.55,2025-03-13 16:00:00
2025-03-13 17:00:00,82.75,,57.18,,,53.98,39.48,64.7,2025-03-13 17:00:00
2025-03-13 18:00:00,,72.42,,3.31,43.26,,,60.25,2025-03-13 18:00:00
2025-03-13 19:00:00,88.73,70.77,64.78,3.21,45.0,65.25,34.45,61.31,2025-03-13 19:00:00
2025-03-13 20:00:00,87.35,68.63,,,46.03,71.28,40.14,61.29,2025-03-13 20:00:00
2025-03-13 21:00:00,,63.15,64.15,3.18,,71.79,42.34,53.26,2025-03-13 21:00:00
2025-03-13 22:00:00,82.61,,66.04,2.92,45.82,68.72,40.87,,2025-03-13 22:00:00
2025-03-13 23:00:00,79.88,67.5,60.24,3.68,,,,55.4,2025-03-13 23:00:00
2025-03-14 00:00:00,85.26,67.0,57.32,,39.29,65.11,38.92,64.34,2025-03-14 00:00:00
2025-03-14 01:00:00,91.59,70.73,53.62,4.83,,66.93,38.56,68.04,2025-03-14 01:00:00
2025-03-14 02:00:00,87.97,74.96,52.19,,26.66,65.79,38.12,73.79,2025-03-14 02:00:00
2025-03-14 03:00:00,83.29,76.54,47.64,4.79,25.94,62.62,35.7,67.47,2025-03-14 03:00:00
2025-03-14 04:00:00,78.24,,43.55,4.69,,55.68,32.48,,2025-03-14 04:00:00
2025-03-14 05:00:00,73.44,67.58,40.45,4.51,26.13,54.77,32.49,62.95,2025-03-14 05:00:00
2025-03-14 06:00:00,68.28,,,4.34,24.57,45.54,28.99,,2025-03-14 06:00:00
2025-03-14 07:00:00,,61.39,37.69,,,,,61.47,2025-03-14 07:00:00
2025-03-14 08:00:00,72.91,69.89,38.5,4.35,25.2,52.36,31.58,67.22,2025-03-14 08:00:00
2025-03-14 09:00:00,75.13,,54.57,,34.06,53.23,34.95,71.08,2025-03-14 09:00:00
2025-03-14 10:00:00,83.44,73.14,,4.16,37.94,54.68,39.07,73.2,2025-03-14 10:00:00
2025-03-14 11:00:00,77.57,69.16,59.47,4.22,35.95,54.25,32.45,65.61,2025-03-14 11:00:00
2025-03-14 12:00:00,,,,3.46,,,,,2025-03-14 12:00:00
2025-03-14 13:00:00,77.23,68.45,54.76,,39.07,50.51,34.91,58.8,2025-03-14 13:00:00
2025-03-14 14:00:00,,69.95,58.93,3.25,41.66,53.89,37.0,64.32,2025-03-14 14:00:00
2025-03-14 15:00:00,78.64,73.36,63.21,3.35,37.5,53.48,,73.17,2025-03-14 15:00:00
2025-03-14 16:00:00,81.23,70.67,,,40.65,56.97,37.31,64.97,2025-03-14 16:00:00
2025-03-14 17:00:00,75.21,,61.51,4.13,41.78,52.63,38.73,61.72,2025-03-14 17:00:00
2025-03-14 18:00:00,,67.72,,3.55,40.28,,,58.86,2025-03-14 18:00:00
2025-03-14 19:00:00,74.31,61.0,63.24,3.46,,58.41,32.59,,2025-03-14 19:00:00
2025-03-14 20:00:00,,62.7,62.71,,41.66,62.8,35.17,55.09,2025-03-14 20:00:00
2025-03-14 21:00:00,71.74,58.29,54.85,2.99,42.17,66.11,37.5,48.37,2025-03-14 21:00:00
2025-03-14 22:00:00,73.52,,58.32,2.97,,63.28,39.52,,2025-03-14 22:00:00
2025-03-14 23:00:00,,59.26,58.89,,40.67,61.32,37.35,48.85,2025-03-14 23:00:00
2025-03-15 00:00:00,72.29,62.48,53.97,3.63,36.18,58.48,37.11,54.88,2025-03-15 00:00:00
2025-03-15 01:00:00,78.91,64.34,44.88,,,,33.22,62.93,2025-03-15 01:00:00
2025-03-15 02:00:00,76.89,69.48,43.55,3.75,26.97,58.33,32.01,66.2,2025-03-15 02:00:00
2025-03-15 03:00:00,,64.98,43.67,4.42,,53.03,30.34,,2025-03-15 03:00:00
2025-03-15 04:00:00,70.11,,38.85,4.09,25.49,,,58.1,2025-03-15 04:00:00
2025-03-15 05:00:00,63.52,67.37,38.03,,25.01,49.41,29.91,57.07,2025-03-15 05:00:00
2025-03-15 06:00:00,,,35.08,4.72,,,25.34,54.38,2025-03-15 06:00:00
2025-03-15 07:00:00,58.43,60.53,,,22.69,42.79,,,2025-03-15 07:00:00
2025-03-15 08:00:00,64.34,66.01,37.62,5.32,29.5,45.47,33.36,61.97,2025-03-15 08:00:00
2025-03-15 09:00:00,66.13,,48.78,4.76,,49.76,,,2025-03-15 09:00:00
2025-03-15 10:00:00,76.61,73.2,52.08,4.31,31.63,55.01,36.67,62.54,2025-03-15 10:00:00
2025-03-15 11:00:00,81.48,73.25,55.01,4.59,34.34,56.85,37.98,61.82,2025-03-15 11:00:00
2025-03-15 12:00:00,74.27,70.3,59.04,3.78,,58.63,35.85,60.95,2025-03-15 12:00:00
2025-03-15 13:00:00,,,,3.5,37.25,53.79,,,2025-03-15 13:00:00
2025-03-15 14:00:00,71.49,67.59,59.55,,37.85,53.82,33.84,60.78,2025-03-15 14:00:00
2025-03-15 15:00:00,,68.81,57.66,3.66,43.89,,36.27,62.24,2025-03-15 15:00:00
2025-03-15 16:00:00,73.6,68.04,,,,55.3,36.53,60.54,2025-03-15 16:00:00
2025-03-15 17:00:00,77.96,67.47,56.94,3.28,40.5,51.96,34.78,,2025-03-15 17:00:00
2025-03-15 18:00:00,,65.48,,3.75,42.99,,,63.43,2025-03-15 18:00:00
2025-03-15 19:00:00,76.66,61.69,56.6,3.25,42.36,62.11,31.09,,2025-03-15 19:00:00
2025-03-15 20:00:00,81.13,,58.82,,,66.18,39.38,54.44,2025-03-15 20:00:00
2025-03-15 21:00:00,,58.48,,3.06,41.34,65.69,,51.4,2025-03-15 21:00:00
2025-03-15 22:00:00,79.63,58.16,57.85,,38.0,66.13,35.73,,2025-03-15 22:00:00
2025-03-15 23:00:00,78.97,61.07,56.37,3.62,36.48,65.39,34.6,56.76,2025-03-15 23:00:00
2025-03-16 00:00:00,82.72,61.88,51.62,3.71,33.6,63.18,34.48,61.56,2025-03-16 00:00:00
2025-03-16 01:00:00,,63.2,42.78,4.32,27.2,,,63.39,2025-03-16 01:00:00
2025-03-16 02:00:00,80.92,59.4,38.92,4.61,,58.1,32.45,59.27,2025-03-16 02:00:00
2025-03-16 03:00:00,71.84,,37.19,,28.05,54.57,28.57,54.16,2025-03-16 03:00:00
2025-03-16 04:00:00,67.85,58.7,35.11,3.9,,50.91,,52.46,2025-03-16 04:00:00
2025-03-16 05:00:00,62.05,,33.22,3.6,26.44,46.38,25.96,50.39,2025-03-16 05:00:00
2025-03-16 06:00:00,55.77,53.13,,3.5,27.69,39.16,36.31,45.63,2025-03-16 06:00:00
2025-03-16 07:00:00,,51.77,29.55,,,,35.55,,2025-03-16 07:00:00
2025-03-16 08:00:00,56.09,57.7,34.35,3.27,27.42,40.43,38.38,47.62,2025-03-16 08:00:00
2025-03-16 09:00:00,59.59,62.62,44.43,,31.28,46.61,41.05,,2025-03-16 09:00:00
2025-03-16 10:00:00,66.35,61.09,49.31,3.38,,51.83,48.06,48.69,2025-03-16 10:00:00
2025-03-16 11:00:00,,65.66,51.68,,34.31,54.66,,50.0,2025-03-16 11:00:00
2025-03-16 12:00:00,78.88,71.14,54.67,3.19,40.52,56.21,51.45,49.98,2025-03-16 12:00:00
2025-03-16 13:00:00,78.69,72.72,60.02,3.47,39.01,61.73,,58.48,2025-03-16 13:00:00
2025-03-16 14:00:00,,68.91,56.05,3.97,,56.79,44.93,63.27,2025-03-16 14:00:00
2025-03-16 15:00:00,80.06,,,3.52,41.81,55.29,41.44,66.32,2025-03-16 15:00:00
2025-03-16 16:00:00,,70.55,53.12,3.3,40.84,55.46,35.44,,2025-03-16 16:00:00
2025-03-16 17:00:00,78.96,,49.48,,,52.56,31.17,61.35,2025-03-16 17:00:00
2025-03-16 18:00:00,,60.95,,3.79,38.51,,,59.26,2025-03-16 18:00:00
2025-03-16 19:00:00,75.44,59.67,59.47,3.3,,62.24,32.81,,2025-03-16 19:00:00
2025-03-16 20:00:00,81.18,63.77,56.65,,41.46,68.04,36.42,57.97,2025-03-16 20:00:00
2025-03-16 21:00:00,77.35,,54.67,2.86,41.74,68.21,,,2025-03-16 21:00:00
2025-03-16 22:00:00,,58.74,57.47,3.37,37.14,63.15,35.26,48.99,2025-03-16 22:00:00
2025-03-16 23:00:00,76.63,59.8,53.31,,,,35.49,55.49,2025-03-16 23:00:00
2025-03-17 00:00:00,79.5,60.47,51.02,4.01,35.66,62.51,35.33,60.09,2025-03-17 00:00:00
2025-03-17 01:00:00,81.71,61.77,43.07,4.39,24.82,54.1,,,2025-03-17 01:00:00
2025-03-17 02:00:00,73.25,,40.08,4.78,27.13,,31.92,59.71,2025-03-17 02:00:00
2025-03-17 03:00:00,,61.66,,,26.54,54.42,29.17,54.26,2025-03-17 03:00:00
2025-03-17 04:00:00,68.19,,36.65,4.59,,54.32,26.02,,2025-03-17 04:00:00
2025-03-17 05:00:00,61.82,57.31,32.54,4.07,26.15,48.02,,54.64,2025-03-17 05:00:00
2025-03-17 06:00:00,,,,,,,39.83,,2025-03-17 06:00:00
2025-03-17 07:00:00,58.26,54.77,30.91,3.57,25.45,44.27,39.48,45.68,2025-03-17 07:00:00
2025-03-17 08:00:00,,56.63,32.59,3.57,26.97,,39.29,,2025-03-17 08:00:00
2025-03-17 09:00:00,55.74,60.31,43.54,3.21,31.28,44.91,,46.22,2025-03-17 09:00:00
2025-03-17 10:00:00,61.69,,,,32.24,47.29,46.79,,2025-03-17 10:00:00
2025-03-17 11:00:00,62.17,58.14,46.92,3.16,34.22,49.81,41.09,45.15,2025-03-17 11:00:00
2025-03-17 12:00:00,65.41,59.59,50.06,3.03,34.86,55.61,,53.12,2025-03-17 12:00:00
2025-03-17 13:00:00,74.11,65.51,48.9,2.94,37.72,53.57,35.83,,2025-03-17 13:00:00
2025-03-17 14:00:00,,59.91,48.09,3.38,37.02,53.16,41.76,56.84,2025-03-17 14:00:00
2025-03-17 15:00:00,74.71,62.86,,2.89,,49.67,35.67,57.07,2025-03-17 15:00:00
2025-03-17 16:00:00,73.17,61.07,46.51,,40.3,48.69,31.11,,2025-03-17 16:00:00
2025-03-17 17:00:00,67.36,,43.21,3.09,38.75,48.03,27.39,67.15,2025-03-17 17:00:00
2025-03-17 18:00:00,,56.9,,3.28,40.24,,,48.58,2025-03-17 18:00:00
2025-03-17 19:00:00,71.05,,52.94,2.92,40.45,56.03,27.82,49.6,2025-03-17 19:00:00
2025-03-17 20:00:00,74.84,58.29,,3.62,,61.99,33.12,51.2,2025-03-17 20:00:00
2025-03-17 21:00:00,70.39,,53.84,,40.56,63.27,35.68,45.22,2025-03-17 21:00:00
2025-03-17 22:00:00,,55.78,55.01,2.96,38.92,61.45,,,2025-03-17 22:00:00
2025-03-17 23:00:00,69.99,,55.65,2.97,35.55,58.14,36.23,47.61,2025-03-17 23:00:00
2025-03-18 00:00:00,70.48,55.61,47.24,3.47,34.35,51.37,33.25,52.37,2025-03-18 00:00:00
2025-03-18 01:00:00,65.45,54.42,38.81,3.78,,,30.09,49.18,2025-03-18 01:00:00
2025-03-18 02:00:00,64.6,,,3.94,24.62,48.8,28.24,46.22,2025-03-18 02:00:00
2025-03-18 03:00:00,59.14,51.65,36.08,,25.31,46.36,26.32,,2025-03-18 03:00:00
2025-03-18 04:00:00,,49.32,33.34,3.71,,,,45.07,2025-03-18 04:00:00
2025-03-18 05:00:00,58.08,51.56,31.26,3.74,25.15,44.02,24.11,43.76,2025-03-18 05:00:00
2025-03-18 06:00:00,48.65,52.53,26.5,3.33,24.24,37.35,33.03,38.63,2025-03-18 06:00:00
2025-03-18 07:00:00,,50.67,,3.12,,,33.99,,2025-03-18 07:00:00
2025-03-18 08:00:00,49.78,55.65,31.92,3.0,24.11,39.49,31.99,37.33,2025-03-18 08:00:00
2025-03-18 09:00:00,54.26,61.63,44.28,,28.83,42.63,40.18,40.69,2025-03-18 09:00:00
2025-03-18 10:00:00,59.37,,,3.15,31.13,48.8,43.33,40.52,2025-03-18 10:00:00
2025-03-18 11:00:00,65.32,61.94,47.73,3.0,34.84,,42.83,43.57,2025-03-18 11:00:00
2025-03-18 12:00:00,69.11,62.77,,3.38,,56.72,39.39,,2025-03-18 12:00:00
2025-03-18 13:00:00,79.03,64.85,50.63,,37.44,53.26,40.56,54.19,2025-03-18 13:00:00
2025-03-18 14:00:00,,,51.78,3.37,36.43,50.39,39.33,56.74,2025-03-18 14:00:00
2025-03-18 15:00:00,77.17,58.42,50.11,3.08,38.83,,38.09,55.07,2025-03-18 15:00:00
2025-03-18 16:00:00,76.12,63.93,50.7,3.53,,51.52,,,2025-03-18 16:00:00
2025-03-18 17:00:00,72.94,62.39,48.65,,39.1,50.74,33.12,53.72,2025-03-18 17:00:00
2025-03-18 18:00:00,,56.41,,3.13,38.47,,,53.66,2025-03-18 18:00:00
2025-03-18 19:00:00,74.87,,55.89,3.24,38.03,58.79,29.2,,2025-03-18 19:00:00
2025-03-18 20:00:00,77.63,59.36,55.36,2.92,38.34,63.53,34.47,54.55,2025-03-18 20:00:00
2025-03-18 21:00:00,72.42,,,,42.15,64.44,35.11,,2025-03-18 21:00:00
2025-03-18 22:00:00,74.67,57.22,55.2,3.28,38.59,61.69,35.71,46.09,2025-03-18 22:00:00
2025-03-18 23:00:00,,,53.19,3.12,38.18,,34.48,50.58,2025-03-18 23:00:00
2025-03-19 00:00:00,74.74,58.89,48.24,3.96,35.85,60.46,34.25,51.21,2025-03-19 00:00:00
2025-03-19 01:00:00,71.6,56.75,40.11,,26.1,47.79,30.63,,2025-03-19 01:00:00
2025-03-19 02:00:00,,,,4.01,,,26.91,51.54,2025-03-19 02:00:00
2025-03-19 03:00:00,66.42,53.51,38.22,4.15,25.71,47.86,25.88,,2025-03-19 03:00:00
2025-03-19 04:00:00,60.12,53.09,33.44,3.63,26.95,43.95,,44.12,2025-03-19 04:00:00
2025-03-19 05:00:00,58.19,,31.3,3.56,,41.87,23.85,47.51,2025-03-19 05:00:00
2025-03-19 06:00:00,52.47,51.2,,,24.65,36.58,32.18,38.88,2025-03-19 06:00:00
2025-03-19 07:00:00,,50.98,28.26,3.44,,,32.71,,2025-03-19 07:00:00
2025-03-19 08:00:00,54.14,53.56,32.96,3.41,25.42,38.25,35.06,40.96,2025-03-19 08:00:00
2025-03-19 09:00:00,59.26,59.23,45.76,3.35,29.27,41.37,41.16,42.63,2025-03-19 09:00:00
2025-03-19 10:00:00,65.72,,51.24,3.76,32.55,50.35,44.06,48.06,2025-03-19 10:00:00
2025-03-19 11:00:00,,63.69,51.32,,32.2,51.96,48.15,,2025-03-19 11:00:00
2025-03-19 12:00:00,70.2,62.07,,3.52,34.09,54.58,42.19,48.97,2025-03-19 12:00:00
2025-03-19 13:00:00,78.23,68.09,54.08,3.75,40.83,59.23,,57.32,2025-03-19 13:00:00
2025-03-19 14:00:00,78.91,66.21,55.43,3.52,,57.94,44.94,61.48,2025-03-19 14:00:00
2025-03-19 15:00:00,84.17,,,,44.06,,44.71,59.8,2025-03-19 15:00:00
2025-03-19 16:00:00,81.08,70.46,53.79,2.96,,54.88,36.53,,2025-03-19 16:00:00
2025-03-19 17:00:00,77.93,64.15,55.23,3.3,44.78,,33.99,55.24,2025-03-19 17:00:00
2025-03-19 18:00:00,,63.27,,3.11,41.02,51.24,,,2025-03-19 18:00:00
2025-03-19 19:00:00,80.67,,54.26,,40.77,58.6,30.43,53.22,2025-03-19 19:00:00
2025-03-19 20:00:00,80.66,60.46,57.48,3.33,,67.84,35.9,53.81,2025-03-19 20:00:00
2025-03-19 21:00:00,,,55.99,3.28,43.11,66.13,35.19,50.23,2025-03-19 21:00:00
2025-03-19 22:00:00,79.05,58.36,55.02,2.97,41.27,63.47,,,2025-03-19 22:00:00
2025-03-19 23:00:00,77.64,61.63,,3.24,37.88,,35.74,55.27,2025-03-19 23:00:00
2025-03-20 00:00:00,80.83,64.84,54.1,3.55,35.64,63.62,34.76,58.71,2025-03-20 00:00:00
2025-03-20 01:00:00,75.02,,,3.49,,,33.34,58.82,2025-03-20 01:00:00
2025-03-20 02:00:00,71.78,61.53,42.69,4.29,24.42,53.95,30.32,52.87,2025-03-20 02:00:00
2025-03-20 03:00:00,67.5,56.76,40.14,4.28,24.7,51.89,,50.25,2025-03-20 03:00:00
2025-03-20 04:00:00,,,35.19,4.16,26.72,46.73,28.76,,2025-03-20 04:00:00
2025-03-20 05:00:00,62.62,56.5,33.55,,26.47,42.92,,49.22,2025-03-20 05:00:00
2025-03-20 06:00:00,54.79,53.4,,3.97,24.14,,35.67,43.13,2025-03-20 06:00:00
2025-03-20 07:00:00,,,28.92,,,38.34,,,2025-03-20 07:00:00
2025-03-20 08:00:00,55.89,60.02,32.48,3.49,24.04,42.22,35.82,45.78,2025-03-20 08:00:00
2025-03-20 09:00:00,60.81,66.7,46.76,3.62,32.42,47.13,42.72,47.83,2025-03-20 09:00:00
2025-03-20 10:00:00,65.07,69.64,52.66,3.66,,52.03,52.87,48.44,2025-03-20 10:00:00
2025-03-20 11:00:00,,,54.67,,33.87,57.16,49.98,,2025-03-20 11:00:00
2025-03-20 12:00:00,75.06,64.32,57.22,3.16,35.98,59.55,43.67,53.4,2025-03-20 12:00:00
2025-03-20 13:00:00,83.41,73.29,60.73,3.75,35.98,63.65,,65.8,2025-03-20 13:00:00
2025-03-20 14:00:00,,73.57,62.58,4.09,38.26,56.82,42.78,,2025-03-20 14:00:00
2025-03-20 15:00:00,86.15,,59.15,,41.5,,44.37,65.0,2025-03-20 15:00:00
2025-03-20 16:00:00,83.37,75.05,59.77,3.9,43.32,58.49,,62.45,2025-03-20 16:00:00
2025-03-20 17:00:00,78.04,65.94,56.57,,,55.02,38.22,,2025-03-20 17:00:00
2025-03-20 18:00:00,76.16,64.92,,3.72,44.42,,,57.8,2025-03-20 18:00:00
2025-03-20 19:00:00,,61.26,57.69,3.47,,60.31,32.11,,2025-03-20 19:00:00
2025-03-20 20:00:00,80.89,60.78,60.75,,44.18,66.77,36.92,54.27,2025-03-20 20:00:00
2025-03-20 21:00:00,77.6,,57.25,2.64,42.17,62.67,36.74,45.29,2025-03-20 21:00:00
2025-03-20 22:00:00,76.01,58.26,59.4,,41.53,65.2,35.17,,2025-03-20 22:00:00
2025-03-20 23:00:00,,,57.57,3.37,,62.26,,47.96,2025-03-20 23:00:00
2025-03-21 00:00:00,79.95,59.46,54.05,,41.54,61.48,36.18,57.0,2025-03-21 00:00:00
2025-03-21 01:00:00,75.88,63.94,46.01,3.79,28.86,,33.87,58.14,2025-03-21 01:00:00
2025-03-21 02:00:00,75.12,67.58,44.62,4.06,27.41,57.01,31.83,,2025-03-21 02:00:00
2025-03-21 03:00:00,72.66,,,4.03,27.32,52.4,29.44,56.6,2025-03-21 03:00:00
2025-03-21 04:00:00,66.67,64.05,41.6,,28.64,48.09,31.5,52.53,2025-03-21 04:00:00
2025-03-21 05:00:00,62.76,61.63,37.15,3.72,26.62,45.94,26.08,,2025-03-21 05:00:00
2025-03-21 06:00:00,,,,4.01,23.82,,,51.52,2025-03-21 06:00:00
2025-03-21 07:00:00,63.72,62.13,33.77,,,41.02,27.47,54.04,2025-03-21 07:00:00
2025-03-21 08:00:00,68.6,69.88,35.68,3.84,26.09,46.45,30.38,57.91,2025-03-21 08:00:00
2025-03-21 09:00:00,77.04,76.44,50.73,4.35,32.62,51.01,36.84,60.34,2025-03-21 09:00:00
2025-03-21 10:00:00,80.23,77.68,55.46,4.73,,54.73,39.01,65.13,2025-03-21 10:00:00
2025-03-21 11:00:00,82.65,73.16,57.28,4.42,34.03,57.13,37.38,65.28,2025-03-21 11:00:00
2025-03-21 12:00:00,,,,4.01,34.66,,,,2025-03-21 12:00:00
2025-03-21 13:00:00,77.74,70.29,57.37,,34.34,52.66,37.18,60.53,2025-03-21 13:00:00
2025-03-21 14:00:00,83.07,72.18,61.79,3.68,40.01,60.56,40.56,63.8,2025-03-21 14:00:00
2025-03-21 15:00:00,84.93,,63.59,4.92,47.4,60.19,41.32,71.06,2025-03-21 15:00:00
2025-03-21 16:00:00,90.28,75.6,63.25,3.74,47.83,62.2,,65.5,2025-03-21 16:00:00
2025-03-21 17:00:00,90.94,68.59,63.46,,45.95,57.19,40.09,56.4,2025-03-21 17:00:00
2025-03-21 18:00:00,,63.4,,3.41,44.4,,,51.96,2025-03-21 18:00:00
2025-03-21 19:00:00,84.1,,61.8,3.79,,65.14,34.97,,2025-03-21 19:00:00
2025-03-21 20:00:00,82.02,66.45,66.76,3.08,48.02,72.01,37.65,55.14,2025-03-21 20:00:00
2025-03-21 21:00:00,77.46,62.24,64.12,,,66.27,39.29,47.11,2025-03-21 21:00:00
2025-03-21 22:00:00,,,,3.06,45.69,,39.96,,2025-03-21 22:00:00
2025-03-21 23:00:00,81.64,64.0,63.68,2.93,45.73,68.97,39.6,52.75,2025-03-21 23:00:00
2025-03-22 00:00:00,88.88,65.85,59.69,,41.59,73.87,,63.4,2025-03-22 00:00:00
2025-03-22 01:00:00,87.0,69.91,51.07,4.38,27.44,,37.4,64.79,2025-03-22 01:00:00
2025-03-22 02:00:00,,70.93,46.42,3.75,27.44,63.43,37.33,64.15,2025-03-22 02:00:00
2025-03-22 03:00:00,84.44,,45.78,,,59.15,,61.26,2025-03-22 03:00:00
2025-03-22 04:00:00,73.85,66.84,42.69,5.08,30.05,,32.27,60.24,2025-03-22 04:00:00
2025-03-22 05:00:00,70.32,66.18,40.37,4.64,29.21,54.26,29.56,,2025-03-22 05:00:00
2025-03-22 06:00:00,,66.87,36.71,,,,30.48,58.57,2025-03-22 06:00:00
2025-03-22 07:00:00,72.29,,38.44,4.92,25.15,50.11,,63.43,2025-03-22 07:00:00
2025-03-22 08:00:00,74.81,73.6,,,28.76,52.91,35.79,,2025-03-22 08:00:00
2025-03-22 09:00:00,80.72,75.34,53.09,4.73,41.54,55.78,39.07,65.67,2025-03-22 09:00:00
2025-03-22 10:00:00,87.47,76.95,58.29,5.29,43.19,62.14,43.49,69.2,2025-03-22 10:00:00
2025-03-22 11:00:00,89.68,80.2,62.11,4.86,43.6,65.36,43.61,71.47,2025-03-22 11:00:00
2025-03-22 12:00:00,88.57,,64.44,4.86,,67.39,44.71,69.17,2025-03-22 12:00:00
2025-03-22 13:00:00,86.36,80.91,,3.69,49.89,62.76,43.35,,2025-03-22 13:00:00
2025-03-22 14:00:00,,,61.92,3.94,49.37,,,69.69,2025-03-22 14:00:00
2025-03-22 15:00:00,87.34,78.04,61.83,3.69,54.66,61.7,43.11,74.27,2025-03-22 15:00:00
2025-03-22 16:00:00,88.22,74.84,61.57,3.49,,62.08,42.94,,2025-03-22 16:00:00
2025-03-22 17:00:00,87.97,72.78,60.06,,52.63,58.0,40.77,69.63,2025-03-22 17:00:00
2025-03-22 18:00:00,,72.86,,3.63,52.38,,,,2025-03-22 18:00:00
2025-03-22 19:00:00,86.31,,66.13,3.43,,66.9,35.22,64.38,2025-03-22 19:00:00
2025-03-22 20:00:00,92.03,75.41,67.11,,53.35,74.94,42.99,62.81,2025-03-22 20:00:00
2025-03-22 21:00:00,89.62,,63.23,2.96,51.83,,,,2025-03-22 21:00:00
2025-03-22 22:00:00,,68.6,61.94,3.52,52.81,72.89,45.05,61.82,2025-03-22 22:00:00
2025-03-22 23:00:00,92.05,72.37,60.1,3.59,49.04,73.0,,,2025-03-22 23:00:00
2025-03-23 00:00:00,94.98,80.98,58.74,3.96,46.67,78.02,43.29,73.29,2025-03-23 00:00:00
2025-03-23 01:00:00,91.88,,50.67,4.63,,69.1,40.37,74.09,2025-03-23 01:00:00
2025-03-23 02:00:00,90.78,78.84,,,29.58,,37.44,71.94,2025-03-23 02:00:00
2025-03-23 03:00:00,85.89,70.68,46.5,4.92,29.97,65.67,34.94,65.31,2025-03-23 03:00:00
2025-03-23 04:00:00,80.29,68.43,40.45,4.72,29.96,57.85,32.81,,2025-03-23 04:00:00
2025-03-23 05:00:00,73.2,,38.5,4.89,,,,63.4,2025-03-23 05:00:00
2025-03-23 06:00:00,,67.15,,4.06,29.99,54.08,42.42,56.88,2025-03-23 06:00:00
