,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
2025-08-16 17,,116.14,,,64.48,,,
2025-08-16 18,129.61,,87.16,4.53,62.39,99.38,61.17,99.51
2025-08-16 19,155.07,134.49,97.88,5.22,66.51,117.16,66.62,121.26
2025-08-16 20,158.05,134.14,,7.02,67.59,118.42,67.08,118.39
2025-08-16 21,165.28,133.97,97.66,,,122.16,65.45,118.58
2025-08-16 22,167.60,139.44,98.35,6.93,60.53,124.44,66.48,130.38
2025-08-16 23,170.06,143.25,75.74,6.96,53.88,124.38,65.85,136.76
2025-08-17 00,170.53,147.62,,,48.75,126.99,,138.54
2025-08-17 01,166.71,148.07,72.35,7.28,,128.37,61.60,132.19
2025-08-17 02,,146.20,67.50,7.66,48.94,126.99,,130.87
2025-08-17 03,163.81,141.33,,7.21,48.69,127.31,57.64,127.65
2025-08-17 04,160.90,131.64,63.49,7.38,50.80,116.88,55.61,121.38
2025-08-17 05,136.73,,60.95,7.19,48.63,,55.20,
2025-08-17 06,134.14,135.77,61.22,6.49,45.02,99.80,50.82,106.70
2025-08-17 07,,148.85,66.33,5.98,46.85,91.82,52.77,105.46
2025-08-17 08,135.01,148.95,86.85,,55.08,96.17,61.89,104.78
2025-08-17 09,141.96,156.29,99.58,5.73,66.01,107.89,67.94,
2025-08-17 10,141.54,153.17,100.89,,65.17,109.03,68.29,103.48
2025-08-17 11,146.08,155.98,101.37,6.75,69.82,116.43,70.68,111.65
2025-08-17 12,159.00,166.81,104.14,6.75,73.32,120.50,70.87,128.88
2025-08-17 13,172.16,,102.60,7.00,71.78,122.71,67.77,135.27
2025-08-17 14,181.98,162.40,93.45,,67.08,130.96,68.31,142.49
2025-08-17 15,168.46,162.65,,7.08,68.85,118.42,67.85,148.07
2025-08-17 16,144.19,139.69,95.03,5.07,71.72,110.66,72.73,108.78
2025-08-17 17,,,89.52,,,100.58,72.40,
2025-08-17 18,134.98,132.05,,4.83,69.29,,66.05,95.13
2025-08-17 19,152.10,138.70,97.37,5.08,69.95,113.98,68.22,118.14
2025-08-17 20,159.47,136.87,98.40,5.33,69.61,119.37,66.52,118.25
2025-08-17 21,167.98,135.81,,5.67,68.32,120.28,62.90,111.90
2025-08-17 22,173.37,144.40,95.51,6.89,66.87,125.41,63.66,124.88
2025-08-17 23,174.95,147.54,77.68,6.87,55.58,133.28,63.11,135.30
2025-08-18 00,176.05,152.92,,7.46,,,62.79,134.20
2025-08-18 01,169.31,148.28,73.42,,53.66,128.03,58.07,129.31
2025-08-18 02,163.18,,72.92,7.47,50.32,,,126.80
2025-08-18 03,,145.74,68.79,7.85,50.29,126.77,56.65,
2025-08-18 04,161.12,144.97,,8.14,52.78,124.09,56.27,126.95
2025-08-18 05,,,63.80,7.22,,118.50,52.14,109.41
2025-08-18 06,141.66,145.26,63.90,,48.44,,,
2025-08-18 07,139.55,154.66,63.85,6.56,51.90,95.80,52.77,106.78
2025-08-18 08,,155.09,88.20,,58.51,97.62,62.79,111.26
2025-08-18 09,75.30,160.05,103.04,6.02,60.82,109.18,69.36,115.54
2025-08-18 10,144.37,156.33,102.43,6.39,62.33,111.29,,111.82
2025-08-18 11,156.26,159.01,106.26,,63.33,115.11,71.63,114.44
2025-08-18 12,158.74,160.30,104.21,6.21,65.51,118.03,70.24,127.24
2025-08-18 13,173.58,163.60,,6.21,65.09,121.54,65.64,136.46
2025-08-18 14,178.63,164.30,87.63,6.78,64.12,130.14,68.16,144.13
2025-08-18 15,164.86,158.06,86.71,6.99,66.58,126.25,67.61,138.26
2025-08-18 16,140.47,155.94,93.36,5.79,68.44,107.05,69.13,102.50
2025-08-18 17,,,,,65.82,,,
2025-08-18 18,147.41,127.64,90.16,5.38,65.32,114.75,67.56,102.65
2025-08-18 19,163.09,140.70,101.44,5.46,65.14,121.60,,118.50
2025-08-18 20,162.16,141.64,,6.59,64.10,121.57,67.74,117.91
2025-08-18 21,171.72,135.78,98.78,7.28,65.85,122.35,67.72,118.29
2025-08-18 22,173.66,138.83,88.63,,64.65,127.23,69.33,126.32
2025-08-18 23,177.94,146.90,79.95,7.82,54.64,131.11,,134.17
2025-08-19 00,176.20,152.63,,8.20,48.68,136.53,67.25,136.63
2025-08-19 01,,150.40,70.99,8.28,,132.00,,136.54
2025-08-19 02,168.80,147.35,,8.32,50.85,129.38,58.55,
2025-08-19 03,166.72,146.90,68.19,8.10,51.30,131.04,56.78,130.55
2025-08-19 04,162.81,140.97,64.73,7.85,50.01,127.56,56.43,127.36
2025-08-19 05,154.97,,63.28,7.12,47.73,105.56,,112.78
2025-08-19 06,141.03,142.46,62.07,,50.01,97.01,55.36,
2025-08-19 07,134.46,147.28,66.59,6.05,51.99,,,108.62
2025-08-19 08,138.29,149.32,87.09,5.52,58.76,98.94,63.21,110.12
2025-08-19 09,145.03,152.04,100.81,6.02,63.01,116.78,65.32,115.71
2025-08-19 10,149.77,151.85,104.43,5.46,62.61,,67.58,118.94
2025-08-19 11,156.33,159.07,106.40,5.82,64.12,117.57,67.81,123.30
2025-08-19 12,160.80,163.01,104.32,5.73,66.51,120.96,68.15,130.16
2025-08-19 13,171.38,169.30,,6.18,66.68,126.58,,136.66
2025-08-19 14,181.00,160.83,92.26,7.40,66.43,136.38,65.20,144.85
2025-08-19 15,179.92,159.85,,7.31,67.39,125.32,66.58,148.63
2025-08-19 16,146.96,131.18,97.96,4.61,68.89,116.03,71.06,112.36
2025-08-19 17,,,,,,,,
2025-08-19 18,139.06,118.03,93.87,3.75,67.33,107.51,66.86,103.44
2025-08-19 19,158.46,131.18,100.39,5.05,67.80,117.27,69.55,118.58
2025-08-19 20,162.72,128.76,,5.77,64.79,121.13,67.46,117.54
2025-08-19 21,173.00,127.68,98.69,6.90,64.87,121.37,,116.01
2025-08-19 22,175.26,135.24,90.31,7.41,64.60,125.66,69.20,126.70
2025-08-19 23,177.47,143.30,77.51,7.41,54.93,129.00,66.40,135.52
2025-08-20 00,174.79,146.56,,7.75,,132.54,61.72,137.91
2025-08-20 01,172.99,145.04,73.49,8.01,48.20,133.12,,133.17
2025-08-20 02,,142.12,,,49.00,128.53,59.43,
2025-08-20 03,162.90,137.86,68.13,7.81,50.51,,59.17,129.82
2025-08-20 04,150.69,,63.90,7.98,47.39,124.88,56.05,
2025-08-20 05,137.50,130.46,62.21,7.69,46.31,106.23,55.07,122.32
2025-08-20 06,,137.38,59.30,6.83,43.98,,52.27,
2025-08-20 07,135.17,140.07,67.36,6.31,50.19,96.04,55.01,107.77
2025-08-20 08,137.33,150.69,89.78,,53.84,102.53,64.88,114.00
2025-08-20 09,142.30,157.59,100.99,5.80,60.68,109.15,71.72,
2025-08-20 10,144.38,157.86,104.43,5.52,60.18,116.46,72.73,111.58
2025-08-20 11,147.66,158.94,105.25,6.17,64.48,119.05,,115.76
2025-08-20 12,156.91,161.36,100.92,,65.61,120.77,75.71,124.38
2025-08-20 13,164.23,172.86,89.33,7.50,,119.32,,130.36
2025-08-20 14,178.04,,,7.82,62.48,128.66,68.22,141.41
2025-08-20 15,168.71,160.49,88.22,6.49,65.07,129.73,,137.42
2025-08-20 16,143.65,,96.07,4.06,66.32,118.38,69.63,109.55
2025-08-20 17,,139.24,,,,,70.29,
2025-08-20 18,133.38,125.25,92.64,4.16,66.01,102.60,64.09,100.99
2025-08-20 19,155.06,142.48,102.00,4.86,66.21,117.50,68.32,114.39
2025-08-20 20,159.56,137.28,103.03,5.45,63.44,118.58,,116.62
2025-08-20 21,165.55,137.98,97.06,5.98,65.98,121.35,67.58,114.66
2025-08-20 22,170.78,143.11,89.78,6.74,64.79,123.37,66.05,127.15
2025-08-20 23,175.63,147.41,79.72,7.98,60.37,127.55,65.36,136.54
2025-08-21 00,172.87,150.25,,8.92,58.20,137.20,65.17,139.37
2025-08-21 01,170.98,149.16,74.70,,,,64.40,136.12
2025-08-21 02,,149.74,73.10,8.39,49.66,131.83,60.65,132.95
2025-08-21 03,164.58,143.99,,8.79,50.63,130.86,58.54,
2025-08-21 04,160.55,142.56,65.77,8.58,53.44,128.06,57.91,129.15
2025-08-21 05,141.82,139.37,64.19,8.63,,107.30,,113.68
2025-08-21 06,,143.00,64.03,6.84,51.70,,61.61,
2025-08-21 07,141.22,147.90,68.40,6.12,,101.08,61.82,107.77
2025-08-21 08,140.16,154.24,88.39,,57.34,101.71,63.84,107.55
2025-08-21 09,142.15,155.16,102.46,6.39,65.92,114.01,69.99,109.76
2025-08-21 10,146.75,159.28,107.66,5.30,,114.88,70.45,107.33
2025-08-21 11,149.07,154.49,112.11,6.91,69.01,116.72,69.25,117.59
2025-08-21 12,159.57,168.67,109.55,7.21,70.80,121.92,75.91,132.62
2025-08-21 13,168.08,,104.18,6.65,70.70,125.75,,135.78
2025-08-21 14,181.25,164.00,,7.28,,136.70,69.54,139.74
2025-08-21 15,170.54,160.86,94.05,7.37,71.36,137.86,,145.83
2025-08-21 16,149.70,135.18,101.31,,69.67,117.10,71.14,116.18
2025-08-21 17,,,,5.46,72.32,,68.60,
2025-08-21 18,141.66,135.52,99.10,4.67,71.19,107.55,,109.97
2025-08-21 19,153.55,144.20,107.99,6.68,70.83,123.43,72.45,121.84
2025-08-21 20,157.42,,108.14,,69.60,122.36,,
2025-08-21 21,157.23,133.79,108.01,7.08,64.97,124.33,70.39,116.58
2025-08-21 22,166.72,138.77,102.73,7.75,,126.80,,126.03
2025-08-21 23,178.50,144.76,84.83,7.87,63.39,128.93,68.89,133.16
2025-08-22 00,183.27,151.81,77.07,8.57,,135.58,66.59,141.23
2025-08-22 01,179.60,,74.62,8.95,51.55,137.29,,138.87
2025-08-22 02,174.09,149.27,,8.94,,,63.87,138.07
2025-08-22 03,,,68.91,8.95,54.22,134.89,61.60,133.09
2025-08-22 04,167.69,147.54,67.25,8.99,51.40,125.23,,132.71
2025-08-22 05,161.17,143.15,65.99,9.04,51.61,113.34,60.76,116.74
2025-08-22 06,,,62.79,,50.08,106.29,61.13,
2025-08-22 07,154.55,136.02,67.66,7.13,55.45,,58.68,113.52
2025-08-22 08,152.75,139.55,87.56,6.65,56.82,105.97,63.01,115.87
2025-08-22 09,155.50,141.52,95.72,,60.34,110.48,72.18,117.88
2025-08-22 10,159.22,,100.49,6.20,65.94,113.76,,119.40
2025-08-22 11,161.34,142.27,100.46,5.90,65.60,112.94,69.52,128.40
2025-08-22 12,,141.92,,7.12,64.97,,,
2025-08-22 13,178.15,149.93,94.00,6.59,65.41,129.22,59.01,132.72
2025-08-22 14,187.76,157.71,91.66,7.43,66.17,139.40,66.27,144.07
2025-08-22 15,187.02,157.70,91.66,,68.19,141.49,68.47,149.76
2025-08-22 16,147.13,156.19,100.05,5.64,68.62,123.77,72.45,113.95
2025-08-22 17,,,,4.34,68.37,,,
2025-08-22 18,139.25,130.55,100.57,5.00,71.24,108.75,67.36,112.40
2025-08-22 19,156.10,142.99,108.05,6.05,72.40,118.70,74.50,124.46
2025-08-22 20,156.79,139.44,105.47,6.69,69.01,116.59,72.07,120.09
2025-08-22 21,165.55,139.99,102.10,7.82,72.18,114.39,,117.72
2025-08-22 22,176.18,142.08,93.14,,,123.81,67.59,132.13
2025-08-22 23,177.72,151.95,83.59,7.81,65.67,129.70,67.99,142.46
2025-08-23 00,184.14,158.14,79.10,9.29,,142.87,70.37,142.90
2025-08-23 01,,161.72,,9.84,54.45,143.09,65.42,
2025-08-23 02,175.47,156.41,76.70,,50.92,140.91,,141.52
2025-08-23 03,171.16,156.54,73.27,8.89,53.62,,61.29,
2025-08-23 04,167.94,155.43,66.29,8.86,54.83,137.44,61.19,137.44
2025-08-23 05,164.74,,,8.98,52.90,118.42,,115.36
2025-08-23 06,,150.18,65.10,,54.33,,59.52,
2025-08-23 07,150.05,153.24,68.65,6.69,56.35,108.23,61.51,113.08
2025-08-23 08,152.12,155.72,91.76,6.49,63.33,111.43,68.37,115.11
2025-08-23 09,154.85,158.18,102.02,6.53,65.09,120.21,73.79,114.32
2025-08-23 10,158.68,,106.13,,68.19,122.19,76.76,
2025-08-23 11,,152.75,104.99,5.83,69.16,124.52,77.36,122.06
2025-08-23 12,164.29,161.71,108.36,7.81,68.92,130.63,76.89,133.10
2025-08-23 13,175.20,160.41,107.32,7.78,,133.38,,147.85
2025-08-23 14,186.00,166.03,,8.10,67.39,143.49,68.72,154.90
2025-08-23 15,182.98,161.36,96.83,6.65,69.17,144.91,70.99,151.10
2025-08-23 16,153.10,137.39,104.29,,72.45,123.12,74.17,116.28
2025-08-23 17,,,,6.58,69.89,,,
2025-08-23 18,156.09,133.92,100.42,,73.23,115.08,67.77,117.40
2025-08-23 19,171.10,144.59,109.62,7.06,73.04,129.06,70.90,129.97
2025-08-23 20,172.57,141.57,108.11,7.38,72.89,131.42,73.38,
2025-08-23 21,181.52,141.79,,9.18,,133.54,73.07,124.18
2025-08-23 22,182.91,146.07,103.89,9.96,70.30,138.02,69.93,141.23
2025-08-23 23,189.94,156.19,86.77,9.79,68.32,138.90,,151.06
2025-08-24 00,192.15,154.75,,10.47,,142.04,65.86,148.10
2025-08-24 01,179.70,155.19,79.28,10.49,52.62,140.00,,
2025-08-24 02,174.94,150.66,75.71,9.93,52.30,140.79,61.70,143.56
2025-08-24 03,,147.98,71.15,,54.08,,,
2025-08-24 04,168.84,146.08,69.48,9.17,54.86,133.95,58.38,137.58
2025-08-24 05,145.55,141.92,,8.14,54.66,110.86,58.68,118.17
2025-08-24 06,,147.72,65.96,,50.93,,,
2025-08-24 07,144.75,159.73,71.09,7.79,52.40,106.09,58.90,113.00
2025-08-24 08,147.35,159.19,91.94,7.22,63.01,107.08,67.56,113.32
2025-08-24 09,152.76,161.77,101.66,,63.93,118.29,74.24,114.23
2025-08-24 10,153.89,163.38,109.14,6.64,63.49,121.29,79.00,115.81
2025-08-24 11,159.70,165.15,111.04,6.49,66.55,125.35,,123.78
2025-08-24 12,167.16,175.01,114.34,7.81,66.80,132.38,77.77,135.24
2025-08-24 13,181.38,176.81,,7.28,66.77,135.61,,146.65
2025-08-24 14,189.63,,99.91,8.57,65.89,142.96,70.93,154.94
2025-08-24 15,175.20,167.12,98.38,9.02,67.09,138.71,70.04,151.35
2025-08-24 16,150.02,136.40,104.02,,70.99,125.37,72.20,111.80
2025-08-24 17,,,,5.83,,,,
2025-08-24 18,148.79,130.33,99.55,5.98,69.80,114.63,74.49,113.53
2025-08-24 19,168.20,146.93,107.07,,69.91,126.36,73.42,123.68
2025-08-24 20,167.20,144.97,106.48,4.91,69.39,131.68,72.81,121.59
2025-08-24 21,178.04,144.59,107.11,7.90,,,74.89,120.39
2025-08-24 22,187.54,148.50,104.71,7.91,67.05,133.91,70.56,137.19
2025-08-24 23,,155.76,86.30,7.54,65.57,139.69,67.15,137.82
2025-08-25 00,184.02,156.82,77.60,9.45,54.68,140.60,60.68,140.12
2025-08-25 01,,,,8.89,,,,139.90
2025-08-25 02,169.23,151.87,76.09,,49.18,138.02,57.54,136.91
2025-08-25 03,,146.40,68.34,8.57,55.02,,56.24,
2025-08-25 04,166.63,141.92,,8.34,53.94,129.80,55.12,132.16
2025-08-25 05,143.99,,69.52,8.25,,107.49,54.03,
2025-08-25 06,,147.32,66.07,,48.74,,56.71,113.43
2025-08-25 07,141.89,153.39,69.91,6.49,50.89,100.36,61.16,110.89
2025-08-25 08,144.07,155.62,96.08,,59.59,109.60,75.06,111.27
2025-08-25 09,151.41,156.60,105.46,6.46,63.55,121.92,81.51,111.82
2025-08-25 10,153.84,162.27,108.42,5.45,67.94,128.93,85.61,113.85
2025-08-25 11,159.40,162.69,110.66,6.52,68.81,128.25,86.62,122.35
2025-08-25 12,164.41,173.47,112.77,7.73,69.82,131.58,83.70,132.88
2025-08-25 13,176.80,,,8.45,70.39,130.16,71.30,142.99
2025-08-25 14,188.97,170.02,100.08,,68.16,138.58,,149.57
2025-08-25 15,188.47,164.90,,6.86,71.14,140.04,73.11,151.34
2025-08-25 16,148.28,137.60,98.44,5.73,,126.58,73.46,110.60
2025-08-25 17,,,97.36,,68.45,,75.03,
2025-08-25 18,148.86,140.45,95.75,5.52,64.97,113.31,75.50,116.87
2025-08-25 19,162.46,146.01,105.88,5.51,67.87,121.56,79.12,125.75
2025-08-25 20,165.91,,,5.57,65.22,123.48,76.31,122.63
2025-08-25 21,171.25,144.48,104.04,7.51,67.36,126.52,68.53,118.74
2025-08-25 22,182.98,148.75,100.54,8.07,65.91,129.48,71.03,132.71
2025-08-25 23,,154.22,84.54,8.51,54.05,133.76,65.35,141.83
2025-08-26 00,174.15,153.77,77.02,8.48,,137.35,59.96,140.97
2025-08-26 01,172.67,,71.82,8.83,48.63,,58.46,138.76
2025-08-26 02,,146.21,,8.76,47.70,132.34,,130.10
2025-08-26 03,165.65,147.60,68.62,8.31,48.90,132.40,56.87,
2025-08-26 04,164.57,142.70,66.62,8.20,52.31,128.56,56.52,130.95
2025-08-26 05,144.76,,59.55,8.67,,108.74,,113.27
2025-08-26 06,,146.05,,7.79,50.10,,62.60,
2025-08-26 07,137.83,148.79,67.11,,53.06,101.61,68.32,105.77
2025-08-26 08,140.25,154.75,88.77,6.36,59.97,105.22,80.29,105.46
2025-08-26 09,143.65,156.60,102.47,5.89,61.79,114.56,83.78,107.07
2025-08-26 10,147.66,161.08,103.14,6.01,66.77,116.78,83.16,111.57
2025-08-26 11,150.28,,104.97,5.80,,123.55,,
2025-08-26 12,166.75,165.80,104.99,5.87,64.35,125.44,86.09,126.63
2025-08-26 13,172.36,164.83,103.39,6.39,64.27,124.16,,134.80
2025-08-26 14,181.53,,92.60,6.53,66.10,133.32,67.12,139.06
2025-08-26 15,167.51,158.31,,,67.05,,66.39,145.74
2025-08-26 16,141.70,133.14,95.00,5.39,69.28,121.67,69.52,109.74
2025-08-26 17,,,,,,,,
2025-08-26 18,145.76,134.46,97.84,4.86,72.32,106.81,68.41,115.51
2025-08-26 19,156.91,140.53,103.98,5.38,,120.69,69.71,120.80
2025-08-26 20,158.30,,,5.32,69.03,119.32,67.28,117.65
2025-08-26 21,161.24,137.88,100.20,7.05,65.48,124.28,69.96,116.27
2025-08-26 22,166.54,143.94,92.96,7.40,,126.66,69.47,130.48
2025-08-26 23,175.93,148.69,81.92,7.85,63.11,130.43,68.41,137.76
2025-08-27 00,174.48,155.13,74.67,7.87,58.43,132.08,63.65,137.36
2025-08-27 01,,151.98,70.96,8.01,51.36,134.58,,134.95
2025-08-27 02,164.86,142.75,,8.31,49.44,,55.78,
2025-08-27 03,164.76,139.62,66.65,8.17,52.53,130.08,53.88,130.13
2025-08-27 04,163.44,139.81,64.76,,50.83,124.03,,128.79
2025-08-27 05,142.07,,63.65,7.81,48.22,,53.04,108.45
2025-08-27 06,,140.60,60.68,,46.99,105.55,63.05,
2025-08-27 07,136.24,149.39,64.28,6.18,51.08,96.49,63.65,104.45
2025-08-27 08,136.62,149.38,89.61,6.67,60.79,96.45,76.67,103.36
2025-08-27 09,139.93,149.49,99.48,6.02,61.42,107.14,83.89,106.15
2025-08-27 10,141.96,152.75,103.98,5.82,,110.91,86.22,105.85
2025-08-27 11,145.60,154.80,102.95,5.36,66.10,113.88,88.14,109.21
2025-08-27 12,160.22,161.96,103.48,5.68,67.08,117.46,82.12,120.03
2025-08-27 13,168.86,165.90,,6.45,67.41,120.14,,129.16
2025-08-27 14,177.53,156.35,90.97,6.33,68.34,132.73,74.70,137.19
2025-08-27 15,176.58,151.81,,6.81,67.19,119.76,,135.99
2025-08-27 16,139.27,129.57,94.94,4.57,66.17,112.72,75.79,100.92
2025-08-27 17,,,,,63.84,,,
2025-08-27 18,142.74,134.58,95.63,4.97,65.03,106.85,71.36,107.55
2025-08-27 19,155.60,138.83,99.95,5.26,64.47,116.86,,114.80
2025-08-27 20,153.73,133.82,99.66,5.63,65.00,115.83,67.12,115.68
2025-08-27 21,159.78,132.71,,6.86,61.35,116.74,,
2025-08-27 22,159.06,133.72,96.07,7.05,,119.45,65.95,118.01
2025-08-27 23,166.76,140.85,90.71,7.71,56.97,123.01,64.91,131.64
2025-08-28 00,168.40,141.60,,,48.15,128.69,65.47,131.78
2025-08-28 01,162.85,139.41,72.00,8.64,,129.20,57.15,130.55
2025-08-28 02,,134.80,,,44.99,126.46,,
2025-08-28 03,155.63,136.47,67.18,7.40,43.49,126.16,55.83,123.90
2025-08-28 04,151.08,136.78,,7.38,47.80,116.20,56.18,123.17
2025-08-28 05,131.56,135.50,62.64,7.79,47.48,100.93,55.53,106.28
2025-08-28 06,,135.96,60.68,,43.42,,66.70,101.72
2025-08-28 07,131.45,140.51,63.53,6.33,46.91,92.44,73.67,
2025-08-28 08,132.34,141.23,85.81,5.99,55.01,98.35,79.62,102.56
2025-08-28 09,134.48,143.69,99.29,5.64,59.62,105.47,84.88,104.33
2025-08-28 10,143.55,151.98,103.60,,62.39,110.51,93.81,106.32
2025-08-28 11,143.21,157.29,105.37,5.38,62.61,114.66,97.21,108.67
2025-08-28 12,156.64,162.55,105.68,6.15,66.04,114.82,94.93,121.65
2025-08-28 13,169.86,166.75,,6.64,,115.38,,134.21
2025-08-28 14,176.49,159.98,92.39,6.86,67.49,128.87,72.94,139.69
2025-08-28 15,179.79,157.20,,6.14,64.34,130.67,,142.17
2025-08-28 16,142.39,151.35,97.25,4.54,66.13,114.98,71.90,101.83
2025-08-28 17,,,,,66.26,,70.51,
2025-08-28 18,143.21,130.84,97.77,5.14,69.07,108.21,73.36,110.54
2025-08-28 19,152.89,141.22,103.89,5.54,,117.31,68.79,116.65
2025-08-28 20,158.25,137.10,104.07,5.71,64.12,117.40,,113.98
2025-08-28 21,156.00,,104.14,6.69,64.81,115.40,62.54,104.13
2025-08-28 22,164.22,132.38,94.74,7.54,62.01,117.25,64.78,117.60
2025-08-28 23,165.43,139.99,80.31,8.29,58.98,124.31,69.10,132.02
2025-08-29 00,174.04,142.52,76.60,8.42,,127.26,62.02,134.67
2025-08-29 01,171.79,143.66,74.99,7.95,48.59,130.38,,132.56
2025-08-29 02,,138.96,69.60,,45.16,,58.85,
2025-08-29 03,163.25,134.52,,7.57,47.95,126.41,58.14,125.95
2025-08-29 04,159.81,,67.53,,49.53,122.49,57.53,
2025-08-29 05,150.14,131.01,65.63,7.12,48.72,104.62,55.65,119.54
2025-08-29 06,,126.71,62.90,6.37,44.78,,,
2025-08-29 07,143.99,128.09,66.74,,46.67,99.45,54.32,106.31
2025-08-29 08,,130.82,89.27,6.09,59.04,96.55,61.06,109.41
2025-08-29 09,141.39,132.06,100.67,6.67,63.12,98.50,65.50,108.40
2025-08-29 10,144.54,129.67,101.08,,66.04,99.58,,112.77
2025-08-29 11,149.14,126.44,94.74,5.55,65.96,102.13,59.84,113.46
2025-08-29 12,159.04,134.36,88.23,6.26,66.39,99.31,,117.18
2025-08-29 13,175.26,150.28,,6.45,67.28,124.14,62.21,121.67
2025-08-29 14,179.25,154.85,89.34,6.43,66.08,133.66,69.25,132.57
2025-08-29 15,179.48,159.64,89.83,5.11,68.78,134.49,69.25,142.92
2025-08-29 16,144.13,132.08,95.78,4.42,70.36,119.24,71.28,137.35
2025-08-29 17,,,95.36,,,,,
2025-08-29 18,147.78,132.84,99.85,3.90,70.52,105.88,66.23,121.02
2025-08-29 19,158.36,139.84,103.51,5.13,,110.35,68.84,117.66
2025-08-29 20,155.22,133.85,,5.00,68.50,113.03,67.30,108.08
2025-08-29 21,154.12,127.70,100.32,6.05,67.99,109.93,62.46,
2025-08-29 22,160.01,132.28,96.82,6.49,63.49,115.01,62.26,119.64
2025-08-29 23,169.71,140.75,93.09,6.49,,126.03,64.87,131.55
2025-08-30 00,176.54,147.08,76.32,6.91,54.83,130.08,,135.17
2025-08-30 01,176.36,147.06,,6.50,,133.35,59.64,135.33
2025-08-30 02,176.05,145.32,74.12,6.68,47.46,134.13,60.21,135.47
2025-08-30 03,172.45,144.91,74.30,7.82,48.96,133.73,59.24,133.09
2025-08-30 04,169.50,137.52,68.06,7.91,51.08,124.19,58.77,128.40
2025-08-30 05,162.49,,67.93,7.30,48.44,108.21,,110.85
2025-08-30 06,,132.56,,6.68,45.68,,54.00,
2025-08-30 07,139.49,137.76,65.29,6.42,47.90,97.64,58.90,107.33
2025-08-30 08,143.72,148.57,91.15,5.63,61.72,100.76,69.85,112.56
2025-08-30 09,147.11,149.64,101.75,,66.83,111.49,73.29,111.23
2025-08-30 10,148.98,148.45,105.91,5.32,63.53,110.39,83.50,
2025-08-30 11,158.80,145.45,108.46,5.46,69.60,123.29,85.45,119.78
2025-08-30 12,163.72,156.77,109.15,6.72,70.11,123.33,76.98,133.17
2025-08-30 13,175.38,158.87,,,68.97,128.76,70.55,141.48
2025-08-30 14,187.27,165.93,97.66,7.27,66.17,138.43,,145.60
2025-08-30 15,187.07,170.09,96.10,6.28,,125.48,71.55,145.77
2025-08-30 16,,140.32,99.50,5.08,66.48,117.35,72.54,109.41
2025-08-30 17,145.04,,95.50,,66.08,,72.35,
2025-08-30 18,151.41,136.59,97.99,5.51,64.78,111.92,71.91,120.08
2025-08-30 19,166.16,140.02,106.15,6.33,,119.64,71.50,128.24
2025-08-30 20,164.55,142.53,102.10,5.99,66.20,122.66,,
2025-08-30 21,171.00,140.69,101.68,6.81,66.08,122.54,70.89,125.62
2025-08-30 22,176.26,146.40,99.13,7.87,63.72,128.72,72.89,132.06
2025-08-30 23,176.17,146.58,84.19,8.34,61.06,130.43,,134.98
2025-08-31 00,174.44,,,8.16,,131.97,64.07,130.58
2025-08-31 01,,141.79,71.62,8.12,52.11,,,129.94
2025-08-31 02,164.17,,69.36,7.95,50.07,127.53,57.22,127.46
2025-08-31 03,163.60,133.22,,7.51,51.71,125.29,54.64,124.05
2025-08-31 04,148.25,132.19,63.83,7.68,49.48,119.76,54.35,123.55
2025-08-31 05,130.11,,62.10,7.02,,98.54,61.58,96.90
2025-08-31 06,,123.99,58.48,6.28,47.76,,72.86,
2025-08-31 07,119.04,139.37,64.98,,,92.77,75.21,89.80
2025-08-31 08,119.65,140.03,82.56,5.54,57.76,87.18,84.63,93.59
2025-08-31 09,120.78,142.43,94.11,5.33,57.79,96.10,89.51,95.20
2025-08-31 10,141.42,140.53,100.08,,59.09,101.91,89.15,94.65
2025-08-31 11,150.28,151.12,102.22,6.20,65.20,112.81,,111.51
